gtdb_species_clade_id	GTDB_taxonomy	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	no_genomes	no_core	no_aux_genome	no_gene_clusters	phb_status	phb_genes_str	phaC_is_core	phaC_is_aux	has_phaC	has_complete_pathway
s__Bacillus_A_thuringiensis--RS_GCF_002119445.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A	Bacillota	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	270	4413	53685	58098	complete	phaA,phaB,phaC,phaP	True	True	1	1
s__Xanthomonas_cissicola--RS_GCF_008801575.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	256	3347	30712	34059	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Mycobacterium_avium--RS_GCF_009741445.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	249	3983	43010	46993	complete	phaA,phaB,phaC,phaP	True	False	1	1
s__Burkholderia_gladioli--RS_GCF_000959725.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	271	5532	42435	47967	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__Acinetobacter_nosocomialis--RS_GCF_000368085.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	246	2938	33472	36410	complete	phaA,phaB,phaC	True	True	1	1
s__Streptococcus_mutans--RS_GCF_006739205.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	261	1547	6928	8475	precursors_only	phaA			0	0
s__Lacticaseibacillus_rhamnosus--RS_GCF_900636965.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	241	2120	17096	19216	precursors_only	phaA,phaP			0	0
s__Pseudomonas_E_amygdali--RS_GCF_002699855.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	239	4000	54575	58575	complete	phaA,phaB,phaC,phaP	True	True	1	1
s__Flavobacterium_psychrophilum--RS_GCF_002217405.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	250	2042	9032	11074	precursors_only	phaA,phaB			0	0
s__Agathobacter_rectalis--GB_GCA_000020605.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	228	1601	46917	48518	complete	phaA,phaC	False	True	1	1
s__Enterobacter_kobei--RS_GCF_001729765.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	252	3829	38033	41862	precursors_only	phaA			0	0
s__Akkermansia_muciniphila--RS_GCF_000020225.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	247	1829	18006	19835	absent				0	0
s__Lactobacillus_delbrueckii--RS_GCF_001433875.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	240	1167	17007	18174	precursors_only	phaA			0	0
s__Sinorhizobium_meliloti--RS_GCF_017876815.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	241	4954	53245	58199	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__Agrobacterium_tumefaciens--RS_GCF_001541315.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	250	4119	26075	30194	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Clostridium_beijerinckii--RS_GCF_018223745.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	240	4514	23849	28363	precursors_only	phaA,phaB,phaP			0	0
s__Bacillus_A_thuringiensis_S--RS_GCF_000021305.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A	Bacillota	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	232	4356	51058	55414	complete	phaA,phaB,phaC,phaP	True	True	1	1
s__Bacteroides_ovatus--RS_GCF_001314995.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	212	3099	50724	53823	precursors_only	phaB			0	0
s__Klebsiella_oxytoca--RS_GCF_001598695.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	242	4757	33909	38666	precursors_only	phaA,phaB			0	0
s__Staphylococcus_hominis--RS_GCF_002901845.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	241	1813	18887	20700	precursors_only	phaA,phaP			0	0
s__Agrobacterium_fabacearum--RS_GCF_009649785.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	186	4326	30610	34936	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Bacillus_A_wiedmannii--RS_GCF_001583695.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A	Bacillota	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	235	3797	55802	59599	complete	phaA,phaB,phaC,phaP	True	False	1	1
s__Klebsiella_grimontii--RS_GCF_900200035.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	203	4708	35405	40113	precursors_only	phaA			0	0
s__Staphylococcus_argenteus--RS_GCF_000236925.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	218	2217	6071	8288	precursors_only	phaA,phaP			0	0
s__Yersinia_enterocolitica--RS_GCF_901472495.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Yersinia	236	3228	21119	24347	precursors_only	phaA,phaB			0	0
s__Oenococcus_oeni--RS_GCF_000372485.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Oenococcus	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	230	1441	23067	24508	complete	phaA,phaC	False	True	1	1
s__Erwinia_amylovora--RS_GCF_017161565.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	231	3256	11106	14362	precursors_only	phaA			0	0
s__Mycoplasmopsis_bovis--RS_GCF_000183385.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mycoplasmopsis	Bacillota	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Mycoplasmopsis	222	649	17714	18363	precursors_only	phaA			0	0
s__Burkholderia_cepacia--RS_GCF_001411495.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	217	6041	43748	49789	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__Enterococcus_B_hirae--RS_GCF_000271405.2	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_B	229	2127	16027	18154	precursors_only	phaA,phaP			0	0
s__Bacillus_licheniformis--RS_GCF_000011645.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	226	3821	17034	20855	precursors_only	phaA,phaB,phaP,phaZ			0	0
s__Limosilactobacillus_reuteri--RS_GCF_000016825.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	230	1371	24018	25389	precursors_only	phaA,phaP			0	0
s__Pediococcus_acidilactici--RS_GCF_000146325.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	213	1386	8750	10136	precursors_only	phaA			0	0
s__Enterobacter_cloacae--RS_GCF_000025565.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	216	3750	37666	41416	precursors_only	phaA			0	0
s__Bacteroides_xylanisolvens--RS_GCF_000210075.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	207	2744	50576	53320	precursors_only	phaB			0	0
s__Bifidobacterium_breve--RS_GCF_001025175.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	205	1377	19610	20987	precursors_only	phaA,phaP			0	0
s__Aeromonas_caviae--RS_GCF_000819785.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Aeromonas	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Aeromonadaceae	Aeromonas	208	3241	35060	38301	complete	phaA,phaC,phaP	False	True	1	1
s__Aeromonas_veronii--RS_GCF_000820225.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Aeromonas	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Aeromonadaceae	Aeromonas	205	3342	37132	40474	complete	phaA,phaB,phaC,phaP	False	True	1	1
s__Ligilactobacillus_salivarius--RS_GCF_001435955.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	210	1379	17279	18658	precursors_only	phaA,phaP			0	0
s__Rhodophyticola_sp013179285--RS_GCF_013179285.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodophyticola	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodophyticola	212	4345	454	4799	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__Streptococcus_thermophilus--RS_GCF_010120595.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	209	1357	10637	11994	precursors_only	phaA,phaP			0	0
s__Mannheimia_haemolytica--RS_GCF_004342115.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Mannheimia	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Mannheimia	197	1985	7666	9651	absent				0	0
s__Blautia_A_wexlerae--GB_GCA_025148125.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	175	2008	50353	52361	complete	phaB,phaC	False	True	1	1
s__Serratia_nevei--RS_GCF_008364245.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	182	3941	28414	32355	precursors_only	phaA			0	0
s__Moraxella_catarrhalis--RS_GCF_001632285.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	207	1458	10297	11755	precursors_only	phaA			0	0
s__Ralstonia_pseudosolanacearum--RS_GCF_024925465.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	70	3987	17476	21463	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Enterobacter_bugandensis--RS_GCF_900324475.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	186	3813	19742	23555	precursors_only	phaA			0	0
s__Priestia_megaterium--RS_GCF_000832985.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia	Bacillota	Bacilli	Bacillales	Bacillaceae_H	Priestia	177	4202	40173	44375	complete	phaA,phaB,phaC,phaP	True	False	1	1
s__Mycoplasmoides_pneumoniae--RS_GCF_001272835.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Mycoplasmoides	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Mycoplasmoides	184	648	2104	2752	absent				0	0
s__Morganella_morganii--RS_GCF_019243775.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Morganella	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	177	3008	23019	26027	precursors_only	phaA,phaB,phaP			0	0
s__Bifidobacterium_pseudocatenulatum--RS_GCF_001025215.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	170	1378	15059	16437	absent				0	0
s__Bifidobacterium_bifidum--RS_GCF_001025135.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	175	1376	18995	20371	precursors_only	phaA,phaB			0	0
s__Bacillus_pumilus--RS_GCF_900186955.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	175	3124	18682	21806	precursors_only	phaA,phaP			0	0
s__Aeromonas_hydrophila--RS_GCF_000014805.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Aeromonadaceae;g__Aeromonas	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Aeromonadaceae	Aeromonas	169	3653	25861	29514	complete	phaA,phaB,phaC,phaP	True	True	1	1
s__Rhizobium_ruizarguesonis--RS_GCF_012349115.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	25	5784	12209	17993	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__Staphylococcus_capitis--RS_GCF_002902325.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	175	2047	12009	14056	precursors_only	phaA,phaP			0	0
s__Citrobacter_braakii--RS_GCF_002075345.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	166	3797	33136	36933	precursors_only	phaA,phaP			0	0
s__Staphylococcus_saprophyticus--RS_GCF_000010125.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	177	2112	16811	18923	precursors_only	phaA,phaP			0	0
s__Vibrio_crassostreae--GB_GCA_024347415.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Vibrionaceae	Vibrio	178	3737	19502	23239	complete	phaA,phaB,phaC	True	True	1	1
s__Stutzerimonas_stutzeri--RS_GCF_000219605.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	149	3448	36374	39822	complete	phaA,phaB,phaC,phaP	False	True	1	1
s__Chlamydia_trachomatis--RS_GCF_000012125.1	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	167	854	859	1713	absent				0	0
s__Listeria_monocytogenes_C--RS_GCF_013282665.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria	Bacillota	Bacilli	Lactobacillales	Listeriaceae	Listeria	166	2482	6348	8830	precursors_only	phaA,phaP			0	0
s__Rhizobium_laguerreae--RS_GCF_002008165.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	175	5045	49447	54492	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__Citrobacter_portucalensis--RS_GCF_002042885.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	146	3698	31221	34919	precursors_only	phaA,phaP			0	0
s__Lactobacillus_helveticus--RS_GCF_000160855.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	169	1160	19820	20980	precursors_only	phaA			0	0
s__Bifidobacterium_adolescentis--RS_GCF_000010425.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	165	1280	16171	17451	absent				0	0
s__Streptococcus_suis_P--GB_GCA_002831545.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	143	1369	15543	16912	precursors_only	phaA,phaP			0	0
s__Vibrio_anguillarum--RS_GCF_001989995.2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Vibrionaceae	Vibrio	164	2869	48225	51094	precursors_only	phaA			0	0
s__Listeria_seeligeri--RS_GCF_000027145.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria	Bacillota	Bacilli	Lactobacillales	Listeriaceae	Listeria	168	2360	9090	11450	precursors_only	phaA,phaP			0	0
s__Pantoea_ananatis--RS_GCF_000710035.2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	163	3796	25557	29353	precursors_only	phaA,phaB			0	0
s__Lactobacillus_iners--RS_GCF_000160875.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	141	728	7854	8582	precursors_only	phaA			0	0
s__Aggregatibacter_actinomycetemcomitans--RS_GCF_000372365.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Aggregatibacter	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Aggregatibacter	159	1625	7474	9099	complete	phaA,phaC	False	True	1	1
s__Escherichia_albertii--RS_GCF_000759775.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	163	3442	26782	30224	precursors_only	phaA			0	0
s__Pseudomonas_E_syringae--RS_GCF_000507185.2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	156	4204	31848	36052	precursors_only	phaA,phaP			0	0
s__Streptococcus_salivarius--RS_GCF_000785515.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	153	1438	17321	18759	precursors_only	phaA,phaP			0	0
s__Xanthomonas_phaseoli--GB_GCA_022749655.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	158	3294	14452	17746	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Leptospira_borgpetersenii--RS_GCF_003046425.1	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	152	2626	11354	13980	precursors_only	phaA			0	0
s__Serratia_ureilytica--RS_GCF_013375155.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	155	4130	19723	23853	precursors_only	phaA			0	0
s__Borreliella_burgdorferi--RS_GCF_000008685.2	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borreliella	Spirochaetota	Spirochaetia	Borreliales	Borreliaceae	Borreliella	140	909	5027	5936	precursors_only	phaA			0	0
s__Streptococcus_suis_W--RS_GCF_902702775.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	142	1453	15653	17106	precursors_only	phaA			0	0
