orgId	locusId	min_rank	max_rank	mean_rank	rank_range	n_configs_top50	n_configs_top100	in_top50_all	in_top100_all	original	equal	neighbor_dominant	conservation_dominant	drop_tractability	drop_neighbor
pseudo13_GW456_L13	PfGW456L13_785	241	505	345.1666666666667	264	0	0	False	False	288	324	432	281	505	241
pseudo1_N1B4	Pf1N1B4_1070	195	590	340.8333333333333	395	0	0	False	False	296	201	407	356	590	195
MR1	201726	51	719	353.0	668	0	1	False	False	296	178	710	164	719	51
Btheta	352365	176	324	256.5	148	0	0	False	False	298	235	289	217	176	324
Smeli	SMc01038	51	710	308.0	659	0	1	False	False	298	178	710	164	447	51
Ddia6719	HGI48_RS08050	178	692	356.1666666666667	514	0	0	False	False	300	387	198	382	178	692
Cup4G11	RR42_RS02735	178	314	257.5	136	0	0	False	False	300	232	314	214	178	307
pseudo1_N1B4	Pf1N1B4_1072	31	751	335.6666666666667	720	1	1	False	False	300	176	751	161	595	31
Smeli	SMc02759	170	650	415.8333333333333	480	0	0	False	False	300	295	170	650	449	631
pseudo1_N1B4	Pf1N1B4_4683	200	728	483.8333333333333	528	0	0	False	False	304	387	200	728	592	692
pseudo13_GW456_L13	PfGW456L13_3249	198	692	462.0	494	0	0	False	False	304	387	198	678	513	692
ANA3	7024449	182	388	309.6666666666667	206	0	0	False	False	306	361	316	305	182	388
Burk376	H281DRAFT_04111	180	638	370.3333333333333	458	0	0	False	False	306	386	214	498	180	638
DvH	206078	308	408	355.0	100	0	0	False	False	308	345	403	408	354	312
Koxy	BWI76_RS10145	246	739	410.5	493	0	0	False	False	308	246	276	739	532	362
DvH	208586	213	354	282.1666666666667	141	0	0	False	False	308	229	342	213	354	247
pseudo5_N2C3_1	AO356_04375	203	660	392.1666666666667	457	0	0	False	False	311	266	454	459	660	203
pseudo1_N1B4	Pf1N1B4_5662	254	599	412.5	345	0	0	False	False	312	344	449	517	599	254
pseudo1_N1B4	Pf1N1B4_1071	59	759	352.1666666666667	700	0	1	False	False	313	199	759	184	599	59
psRCH2	GFF2487	256	415	331.8333333333333	159	0	0	False	False	314	315	411	280	415	256
Smeli	SMc01911	77	761	356.5	684	0	1	False	False	315	268	761	241	477	77
psRCH2	GFF3221	305	418	352.3333333333333	113	0	0	False	False	315	360	370	305	418	346
Cup4G11	RR42_RS25975	184	431	283.8333333333333	247	0	0	False	False	317	283	431	252	184	236
psRCH2	GFF2021	223	427	304.6666666666667	204	0	0	False	False	317	241	354	223	427	266
pseudo13_GW456_L13	PfGW456L13_623	317	552	391.8333333333333	235	0	0	False	False	319	332	379	452	552	317
pseudo3_N2E3	AO353_19075	190	432	304.1666666666667	242	0	0	False	False	320	328	432	281	190	274
WCS417	GFF4062	190	432	304.1666666666667	242	0	0	False	False	320	328	432	281	190	274
HerbieS	HSERO_RS15370	190	432	304.1666666666667	242	0	0	False	False	320	328	432	281	190	274
psRCH2	GFF3678	267	437	338.1666666666667	170	0	0	False	False	323	300	397	267	437	305
psRCH2	GFF464	239	692	449.3333333333333	453	0	0	False	False	324	420	239	582	439	692
BFirm	BPHYT_RS15875	198	638	391.5	440	0	0	False	False	325	412	259	517	198	638
Putida	PP_2915	309	790	469.5	481	0	0	False	False	325	367	482	544	790	309
Dino	3608387	198	638	391.5	440	0	0	False	False	325	412	259	517	198	638
WCS417	GFF3143	180	743	381.3333333333333	563	0	0	False	False	325	361	180	477	202	743
MR1	200291	261	790	529.1666666666666	529	0	0	False	False	325	415	261	746	790	638
MR1	203407	34	1025	459.1666666666667	991	1	1	False	False	325	305	1025	276	790	34
Koxy	BWI76_RS21670	285	757	437.3333333333333	472	0	0	False	False	331	285	320	757	569	362
Koxy	BWI76_RS24445	104	781	398.3333333333333	677	0	0	False	False	331	324	781	281	569	104
pseudo13_GW456_L13	PfGW456L13_5004	229	590	378.6666666666667	361	0	0	False	False	333	267	455	398	590	229
Putida	PP_0431	111	801	426.0	690	0	0	False	False	333	300	744	267	801	111
Smeli	SMc02441	230	574	387.0	344	0	0	False	False	335	363	574	307	513	230
MR1	201475	313	810	445.5	497	0	0	False	False	335	314	411	490	810	313
Phaeo	GFF616	204	708	421.0	504	0	0	False	False	337	433	246	598	204	708
PS	Dsui_3140	204	708	379.5	504	0	0	False	False	337	433	246	349	204	708
pseudo5_N2C3_1	AO356_24605	249	729	520.3333333333334	480	0	0	False	False	339	447	249	650	729	708
psRCH2	GFF1453	318	455	381.8333333333333	137	0	0	False	False	339	383	450	318	455	346
psRCH2	GFF1000	259	459	376.3333333333333	200	0	0	False	False	339	312	459	436	453	259
MR1	203043	235	813	454.0	578	0	0	False	False	339	340	538	459	813	235
Phaeo	GFF3884	112	674	295.1666666666667	562	0	0	False	False	343	227	674	211	204	112
pseudo5_N2C3_1	AO356_09205	270	744	517.0	474	0	0	False	False	344	429	270	649	744	666
MR1	370304	88	825	403.1666666666667	737	0	1	False	False	345	224	728	209	825	88
DvH	208401	271	666	410.5	395	0	0	False	False	345	429	271	340	412	666
SyringaeB728a	Psyr_0526	209	453	344.3333333333333	244	0	0	False	False	345	336	345	453	209	378
SyringaeB728a_mexBdelta	Psyr_0526	209	453	344.3333333333333	244	0	0	False	False	345	336	345	453	209	378
pseudo3_N2E3	AO353_16505	195	767	387.5	572	0	0	False	False	345	375	195	434	209	767
PS	Dsui_0719	205	734	364.1666666666667	529	0	0	False	False	350	372	205	312	212	734
Cup4G11	RR42_RS04525	174	776	425.5	602	0	0	False	False	351	346	174	694	212	776
MR1	202455	66	836	416.0	770	0	1	False	False	352	205	836	201	836	66
pseudo1_N1B4	Pf1N1B4_5931	238	895	534.3333333333334	657	0	0	False	False	352	367	238	895	671	683
Smeli	SMc00902	66	836	367.1666666666667	770	0	1	False	False	352	205	836	201	543	66
pseudo1_N1B4	Pf1N1B4_2165	79	937	445.6666666666667	858	0	1	False	False	355	340	937	292	671	79
RalstoniaUW163	UW163_RS11095	217	778	451.0	561	0	0	False	False	355	466	226	664	217	778
HerbieS	HSERO_RS14895	217	778	451.0	561	0	0	False	False	355	466	226	664	217	778
BFirm	BPHYT_RS29285	217	778	451.0	561	0	0	False	False	355	466	226	664	217	778
pseudo1_N1B4	Pf1N1B4_3921	355	671	451.1666666666667	316	0	0	False	False	355	406	430	457	671	388
RalstoniaBSBF1503	RALBFv3_RS02630	217	778	451.0	561	0	0	False	False	355	466	226	664	217	778
BFirm	BPHYT_RS33925	217	778	451.0	561	0	0	False	False	355	466	226	664	217	778
RalstoniaPSI07	RPSI07_RS14685	217	778	451.0	561	0	0	False	False	355	466	226	664	217	778
HerbieS	HSERO_RS07605	215	447	349.0	232	0	0	False	False	355	323	432	447	215	322
Ddia6719	HGI48_RS05820	217	426	353.5	209	0	0	False	False	355	406	426	329	217	388
SyringaeB728a_mexBdelta	Psyr_2461	217	426	353.5	209	0	0	False	False	355	406	426	329	217	388
SyringaeB728a_mexBdelta	Psyr_3629	217	513	335.5	296	0	0	False	False	355	354	513	300	217	274
SyringaeB728a	Psyr_3629	217	513	335.5	296	0	0	False	False	355	354	513	300	217	274
Cup4G11	RR42_RS14435	217	778	451.0	561	0	0	False	False	355	466	226	664	217	778
WCS417	GFF4313	217	426	353.5	209	0	0	False	False	355	406	426	329	217	388
SyringaeB728a	Psyr_4111	230	397	314.6666666666667	167	0	0	False	False	370	300	397	267	230	324
MR1	203041	243	838	443.1666666666667	595	0	0	False	False	370	350	559	299	838	243
Pedo557	CA265_RS19730	230	397	314.6666666666667	167	0	0	False	False	370	300	397	267	230	324
Smeli	SMc04021	101	780	389.6666666666667	679	0	0	False	False	373	283	780	252	549	101
pseudo1_N1B4	Pf1N1B4_4310	282	1053	591.6666666666666	771	0	0	False	False	374	460	282	1053	689	692
psRCH2	GFF3135	334	517	416.5	183	0	0	False	False	374	396	517	388	490	334
MR1	200072	224	845	488.1666666666667	621	0	0	False	False	374	346	611	529	845	224
Putida	PP_3626	309	847	545.0	538	0	0	False	False	377	393	561	783	847	309
Btheta	353469	232	493	318.8333333333333	261	0	0	False	False	377	298	493	266	232	247
PV4	5209358	235	699	407.8333333333333	464	0	0	False	False	377	412	261	463	235	699
pseudo5_N2C3_1	AO356_11745	318	1331	603.0	1013	0	0	False	False	377	318	338	1331	780	474
Koxy	BWI76_RS02845	104	899	443.1666666666667	795	0	0	False	False	377	352	899	300	627	104
Putida	PP_5235	34	1138	500.1666666666667	1104	1	1	False	False	377	324	1138	281	847	34
Cup4G11	RR42_RS36995	232	677	402.3333333333333	445	0	0	False	False	377	319	335	677	232	474
pseudo1_N1B4	Pf1N1B4_2059	176	717	435.8333333333333	541	0	0	False	False	384	343	717	294	701	176
DvH	206236	245	998	524.5	753	0	0	False	False	384	380	245	998	437	703
ANA3	7026583	236	749	417.1666666666667	513	0	0	False	False	386	491	263	378	236	749
DvH	207853	218	830	496.3333333333333	612	0	0	False	False	386	451	218	654	439	830
WCS417	GFF4489	236	749	417.1666666666667	513	0	0	False	False	386	491	263	378	236	749
ANA3	7024975	215	830	443.1666666666667	615	0	0	False	False	386	451	215	538	239	830
Smeli	SMc00722	220	757	498.5	537	0	0	False	False	386	356	220	757	567	705
MR1	202004	74	1028	505.0	954	0	1	False	False	386	346	1028	335	861	74
SynE	Synpcc7942_2433	240	553	377.6666666666667	313	0	0	False	False	392	311	456	553	240	314
pseudo5_N2C3_1	AO356_27990	346	790	508.0	444	0	0	False	False	392	415	524	581	790	346
psRCH2	GFF2594	295	917	551.6666666666666	622	0	0	False	False	394	486	295	917	510	708
Smeli	SMc02445	86	876	441.3333333333333	790	0	1	False	False	394	299	876	424	569	86
PS	Dsui_1029	244	488	350.5	244	0	0	False	False	396	336	348	291	244	488
Dino	3607774	205	982	496.6666666666667	777	0	0	False	False	397	373	205	982	247	776
Smeli	SMc02090	301	680	507.1666666666667	379	0	0	False	False	397	427	301	646	592	680
pseudo1_N1B4	Pf1N1B4_3391	251	848	587.3333333333334	597	0	0	False	False	397	511	251	792	725	848
Btheta	350437	248	598	369.0	350	0	0	False	False	400	378	598	316	248	274
Dino	3609463	248	500	385.3333333333333	252	0	0	False	False	400	433	500	343	248	388
RalstoniaPSI07	RPSI07_RS22550	248	500	385.3333333333333	252	0	0	False	False	400	433	500	343	248	388
RalstoniaGMI1000	RS_RS01605	248	500	385.3333333333333	252	0	0	False	False	400	433	500	343	248	388
PV4	5209372	248	500	385.3333333333333	252	0	0	False	False	400	433	500	343	248	388
Dino	3607327	248	500	385.3333333333333	252	0	0	False	False	400	433	500	343	248	388
RalstoniaUW163	UW163_RS15850	248	500	385.3333333333333	252	0	0	False	False	400	433	500	343	248	388
Keio	14323	233	1067	568.0	834	0	0	False	False	407	474	233	365	1067	862
pseudo1_N1B4	Pf1N1B4_4565	166	808	498.8333333333333	642	0	0	False	False	407	383	808	498	731	166
psRCH2	GFF3045	166	808	434.0	642	0	0	False	False	407	383	808	318	522	166
pseudo1_N1B4	Pf1N1B4_2091	322	744	485.6666666666667	422	0	0	False	False	410	322	479	628	744	331
Keio	14887	375	1088	588.3333333333334	713	0	0	False	False	411	375	385	768	1088	503
pseudo1_N1B4	Pf1N1B4_3532	176	769	480.5	593	0	0	False	False	412	359	769	420	747	176
Korea	Ga0059261_1949	261	472	378.1666666666667	211	0	0	False	False	413	373	438	312	261	472
pseudo1_N1B4	Pf1N1B4_4638	335	748	499.0	413	0	0	False	False	414	427	599	471	748	335
pseudo1_N1B4	Pf1N1B4_4625	365	751	538.1666666666666	386	0	0	False	False	415	499	365	567	751	632
pseudo1_N1B4	Pf1N1B4_3417	148	787	518.1666666666666	639	0	0	False	False	415	324	787	684	751	148
Phaeo	GFF204	262	699	416.3333333333333	437	0	0	False	False	417	454	309	357	262	699
Smeli	SMc02682	254	708	458.8333333333333	454	0	0	False	False	418	424	708	335	614	254
RalstoniaGMI1000	RS_RS01800	264	820	493.1666666666667	556	0	0	False	False	418	533	286	638	264	820
PV4	5210888	264	820	454.5	556	0	0	False	False	418	533	286	406	264	820
BFirm	BPHYT_RS15965	266	517	400.6666666666667	251	0	0	False	False	418	421	447	335	266	517
PS	Dsui_1648	267	749	447.3333333333333	482	0	0	False	False	422	531	311	404	267	749
PS	Dsui_2865	215	895	512.5	680	0	0	False	False	423	451	215	824	267	895
psRCH2	GFF2878	373	563	474.8333333333333	190	0	0	False	False	423	460	563	480	550	373
Smeli	SMc03803	134	965	477.5	831	0	0	False	False	425	393	965	321	627	134
Btheta	352929	267	595	393.1666666666667	328	0	0	False	False	432	336	595	453	276	267
WCS417	GFF2522	225	865	506.0	640	0	0	False	False	426	398	225	865	276	846
ANA3	7023975	272	666	441.3333333333333	394	0	0	False	False	426	516	371	397	272	666
pseudo13_GW456_L13	PfGW456L13_487	428	701	534.5	273	0	0	False	False	428	494	487	563	701	534
Smeli	SMc02913	271	819	559.1666666666666	548	0	0	False	False	428	429	271	819	636	772
psRCH2	GFF517	371	664	517.6666666666666	293	0	0	False	False	428	516	371	571	556	664
Koxy	BWI76_RS11955	265	901	602.8333333333334	636	0	0	False	False	428	560	265	762	701	901
RalstoniaBSBF1503	RALBFv3_RS13795	265	901	522.3333333333334	636	0	0	False	False	432	560	265	704	272	901
RalstoniaGMI1000	RS_RS04530	265	901	522.3333333333334	636	0	0	False	False	432	560	265	704	272	901
RalstoniaUW163	UW163_RS16015	265	901	522.3333333333334	636	0	0	False	False	432	560	265	704	272	901
Dino	3610576	278	848	502.5	570	0	0	False	False	436	557	297	599	278	848
Marino	GFF2161	380	531	472.3333333333333	151	0	0	False	False	436	491	531	380	501	495
HerbieS	HSERO_RS08785	279	464	370.3333333333333	185	0	0	False	False	436	357	464	303	279	383
ANA3	7023669	252	775	440.5	523	0	0	False	False	436	396	252	505	279	775
PV4	5209487	279	464	370.3333333333333	185	0	0	False	False	436	357	464	303	279	383
Dino	3610118	283	685	463.5	402	0	0	False	False	441	404	425	685	283	543
azobra	AZOBR_RS10120	283	580	422.8333333333333	297	0	0	False	False	441	477	580	368	283	388
WCS417	GFF5396	283	580	422.8333333333333	297	0	0	False	False	441	477	580	368	283	388
ANA3	7023971	283	580	422.8333333333333	297	0	0	False	False	441	477	580	368	283	388
acidovorax_3H11	Ac3H11_3019	283	580	422.8333333333333	297	0	0	False	False	441	477	580	368	283	388
RalstoniaBSBF1503	RALBFv3_RS23175	283	580	422.8333333333333	297	0	0	False	False	441	477	580	368	283	388
Putida	PP_4777	388	945	577.0	557	0	0	False	False	441	486	588	614	945	388
Marino	GFF1334	376	588	477.6666666666667	212	0	0	False	False	441	486	588	376	505	470
azobra	AZOBR_RS06735	283	580	422.8333333333333	297	0	0	False	False	441	477	580	368	283	388
azobra	AZOBR_RS04490	283	580	422.8333333333333	297	0	0	False	False	441	477	580	368	283	388
Putida	PP_3572	388	945	577.0	557	0	0	False	False	441	486	588	614	945	388
psRCH2	GFF1633	166	920	476.0	754	0	0	False	False	452	415	920	334	569	166
SyringaeB728a	Psyr_1904	294	559	379.6666666666667	265	0	0	False	False	453	350	559	298	294	324
SynE	Synpcc7942_0682	294	503	407.0	209	0	0	False	False	453	398	470	324	294	503
pseudo1_N1B4	Pf1N1B4_3285	398	801	569.3333333333334	403	0	0	False	False	455	398	470	789	801	503
RalstoniaUW163	UW163_RS16060	277	938	552.6666666666666	661	0	0	False	False	456	580	277	768	297	938
SyringaeB728a	Psyr_1741	277	929	494.3333333333333	652	0	0	False	False	456	580	277	427	297	929
PS	Dsui_2112	282	804	510.1666666666667	522	0	0	False	False	456	459	282	763	297	804
MR1	201535	391	962	665.6666666666666	571	0	0	False	False	456	539	391	954	962	692
Koxy	BWI76_RS16465	460	864	603.0	404	0	0	False	False	460	508	547	864	731	508
MR1	201100	367	971	598.6666666666666	604	0	0	False	False	460	367	482	838	971	474
Putida	PP_2298	332	982	655.1666666666666	650	0	0	False	False	462	571	332	764	982	820
Smeli	SMc02375	364	710	514.6666666666666	346	0	0	False	False	462	364	522	710	660	370
RalstoniaPSI07	RPSI07_RS22345	301	820	524.1666666666666	519	0	0	False	False	464	571	332	657	301	820
azobra	AZOBR_RS20460	303	519	438.5	216	0	0	False	False	464	464	519	364	303	517
PS	Dsui_1174	241	947	512.1666666666666	706	0	0	False	False	464	494	241	626	301	947
SyringaeB728a	Psyr_0388	304	749	480.1666666666667	445	0	0	False	False	467	569	367	425	304	749
SyringaeB728a_mexBdelta	Psyr_0388	304	749	480.1666666666667	445	0	0	False	False	467	569	367	425	304	749
Smeli	SMc00731	363	666	501.1666666666667	303	0	0	False	False	467	460	564	363	666	487
MR1	202743	373	991	592.3333333333334	618	0	0	False	False	467	502	653	568	991	373
MR1	201522	133	997	537.5	864	0	0	False	False	471	321	917	386	997	133
Putida	PP_2015	137	1076	616.6666666666666	939	0	0	False	False	472	426	1076	591	998	137
Ponti	CA264_07935	310	775	486.1666666666667	465	0	0	False	False	473	381	450	775	310	528
PV4	5209660	187	849	414.8333333333333	662	0	0	False	False	473	365	849	309	306	187
Cup4G11	RR42_RS27990	246	898	520.1666666666666	652	0	0	False	False	473	433	246	761	310	898
Dino	3606922	295	995	563.5	700	0	0	False	False	473	477	295	995	306	835
BFirm	BPHYT_RS26580	187	849	414.8333333333333	662	0	0	False	False	473	365	849	309	306	187
SyringaeB728a	Psyr_0484	306	528	409.3333333333333	222	0	0	False	False	473	381	450	318	306	528
PS	Dsui_3340	313	901	537.5	588	0	0	False	False	479	596	313	623	313	901
pseudo1_N1B4	Pf1N1B4_2462	479	838	598.8333333333334	359	0	0	False	False	479	533	568	641	838	534
pseudo1_N1B4	Pf1N1B4_5655	479	838	592.5	359	0	0	False	False	479	494	487	678	838	579
Btheta	350117	314	601	416.3333333333333	287	0	0	False	False	479	398	379	327	314	601
SyringaeB728a_mexBdelta	Psyr_0642	316	848	511.0	532	0	0	False	False	483	593	340	486	316	848
Korea	Ga0059261_4114	316	624	475.5	308	0	0	False	False	483	531	624	404	316	495
PV4	5209519	316	848	511.0	532	0	0	False	False	483	593	340	486	316	848
PV4	5208777	322	666	463.3333333333333	344	0	0	False	False	486	519	666	399	322	388
PV4	5208534	322	666	463.3333333333333	344	0	0	False	False	486	519	666	399	322	388
ANA3	7025427	322	666	463.3333333333333	344	0	0	False	False	486	519	666	399	322	388
Burk376	H281DRAFT_02014	322	666	463.3333333333333	344	0	0	False	False	486	519	666	399	322	388
SyringaeB728a	Psyr_1831	322	666	463.3333333333333	344	0	0	False	False	486	519	666	399	322	388
PS	Dsui_1057	320	543	438.5	223	0	0	False	False	486	433	500	349	320	543
Putida	PP_5010	201	1033	587.5	832	0	0	False	False	486	415	924	466	1033	201
BFirm	BPHYT_RS30330	320	543	438.5	223	0	0	False	False	486	433	500	349	320	543
Btheta	352983	329	545	440.0	216	0	0	False	False	494	429	545	340	329	503
Dino	3610179	330	800	545.8333333333334	470	0	0	False	False	495	542	352	756	330	800
Cup4G11	RR42_RS04450	321	938	582.8333333333334	617	0	0	False	False	496	621	321	789	332	938
Putida	PP_2161	496	1042	639.1666666666666	546	0	0	False	False	496	555	592	599	1042	551
ANA3	7025110	333	593	473.1666666666667	260	0	0	False	False	496	513	510	394	333	593
BFirm	BPHYT_RS12750	333	593	473.1666666666667	260	0	0	False	False	496	513	510	394	333	593
psRCH2	GFF538	418	639	541.8333333333334	221	0	0	False	False	496	555	592	418	639	551
Koxy	BWI76_RS20680	501	1089	666.1666666666666	588	0	0	False	False	501	508	547	1089	798	554
pseudo1_N1B4	Pf1N1B4_5143	180	901	615.6666666666666	721	0	0	False	False	508	352	901	883	870	180
pseudo3_N2E3	AO353_05670	259	772	454.0	513	0	0	False	False	501	404	772	453	335	259
Btheta	353861	335	921	560.3333333333334	586	0	0	False	False	501	498	364	921	335	743
DvH	207349	393	734	540.0	341	0	0	False	False	501	393	562	734	569	481
Koxy	BWI76_RS12810	501	790	606.0	289	0	0	False	False	501	550	640	647	790	508
MR1	203971	404	1048	724.0	644	0	0	False	False	501	609	404	1004	1048	778
RalstoniaGMI1000	RS_RS05260	255	1000	563.3333333333334	745	0	0	False	False	501	537	255	752	335	1000
Marino	GFF2114	211	1002	525.3333333333334	791	0	0	False	False	508	486	1002	376	569	211
MR1	201138	183	1057	607.8333333333334	874	0	0	False	False	511	476	1057	367	1053	183
Dino	3609264	335	701	440.5	366	0	0	False	False	510	421	701	335	338	338
SyringaeB728a_mexBdelta	Psyr_3259	236	832	440.6666666666667	596	0	0	False	False	516	398	832	324	338	236
SyringaeB728a	Psyr_3259	236	832	440.6666666666667	596	0	0	False	False	516	398	832	324	338	236
azobra	AZOBR_RS09020	286	1028	608.0	742	0	0	False	False	516	533	286	1028	338	947
Smeli	SMc03097	370	858	578.1666666666666	488	0	0	False	False	511	391	620	858	719	370
Putida	PP_1123	482	1053	682.3333333333334	571	0	0	False	False	511	542	690	816	1053	482
Koxy	BWI76_RS11495	413	800	573.0	387	0	0	False	False	511	542	690	413	800	482
psRCH2	GFF390	413	690	548.3333333333334	277	0	0	False	False	511	542	690	413	648	486
RalstoniaUW163	UW163_RS02620	338	820	560.3333333333334	482	0	0	False	False	516	615	393	680	338	820
pseudo3_N2E3	AO353_08175	338	603	477.6666666666667	265	0	0	False	False	516	504	603	388	338	517
RalstoniaBSBF1503	RALBFv3_RS10960	338	820	560.3333333333334	482	0	0	False	False	516	615	393	680	338	820
SyringaeB728a	Psyr_2286	346	606	505.1666666666667	260	0	0	False	False	522	580	550	427	346	606
RalstoniaUW163	UW163_RS13310	346	606	505.1666666666667	260	0	0	False	False	522	580	550	427	346	606
RalstoniaGMI1000	RS_RS06645	346	606	505.1666666666667	260	0	0	False	False	522	580	550	427	346	606
RalstoniaBSBF1503	RALBFv3_RS15865	346	606	505.1666666666667	260	0	0	False	False	522	580	550	427	346	606
BFirm	BPHYT_RS16780	310	895	539.6666666666666	585	0	0	False	False	522	529	310	636	346	895
SyringaeB728a_mexBdelta	Psyr_2286	346	606	505.1666666666667	260	0	0	False	False	522	580	550	427	346	606
WCS417	GFF2429	354	606	529.6666666666666	252	0	0	False	False	528	575	606	550	354	565
HerbieS	HSERO_RS12930	354	606	529.6666666666666	252	0	0	False	False	528	575	606	550	354	565
WCS417	GFF887	187	961	457.1666666666667	774	0	0	False	False	528	392	961	321	354	187
PV4	5208784	359	710	495.6666666666667	351	0	0	False	False	528	501	710	500	359	376
MR1	199202	290	1067	661.0	777	0	0	False	False	532	609	290	442	1067	1026
pseudo1_N1B4	Pf1N1B4_2723	532	875	636.1666666666666	343	0	0	False	False	532	577	608	663	875	562
Smeli	SM_b20068	134	1201	572.8333333333334	1067	0	0	False	False	532	474	1201	365	731	134
psRCH2	GFF827	371	797	608.5	426	0	0	False	False	535	516	371	797	660	772
