taxon_name	species_norm	genus_norm	gtdb_species_clade_id	GTDB_species	n_files	mean_abundance	mapping_tier	n_gtdb_clades_for_genus
Methylobacterium radiotolerans	methylobacterium_radiotolerans	methylobacterium	s__Methylobacterium_radiotolerans--RS_GCF_000019725.1	s__Methylobacterium_radiotolerans	3568	0.0008441133933921718	species_exact	1
Thermobispora bispora	thermobispora_bispora	thermobispora	s__Thermobispora_bispora--RS_GCF_000092645.1	s__Thermobispora_bispora	3568	0.00015350061531714475	species_exact	1
Enterobacter cloacae	enterobacter_cloacae	enterobacter	s__Enterobacter_cloacae--RS_GCF_000025565.1	s__Enterobacter_cloacae	3568	0.00016264322030156767	species_exact	1
Streptomyces noursei	streptomyces_noursei	streptomyces	s__Streptomyces_noursei--GB_GCA_001704275.1	s__Streptomyces_noursei	3568	0.0009022802030312432	species_exact	1
Xanthomonas oryzae	xanthomonas_oryzae	xanthomonas	s__Xanthomonas_oryzae--RS_GCF_004136375.1	s__Xanthomonas_oryzae	3568	2.3850052544531527e-06	species_exact	1
Aeromonas hydrophila	aeromonas_hydrophila	aeromonas	s__Aeromonas_hydrophila--RS_GCF_000014805.1	s__Aeromonas_hydrophila	3568	0.0007181319804199276	species_exact	1
Thauera humireducens	thauera_humireducens	thauera	s__Thauera_humireducens--RS_GCF_001051995.2	s__Thauera_humireducens	3568	4.924511044687873e-05	species_exact	1
Aminobacter aminovorans	aminobacter_aminovorans	aminobacter	s__Aminobacter_aminovorans--RS_GCF_900445235.1	s__Aminobacter_aminovorans	3568	0.00011125669123455676	species_exact	1
Lysobacter enzymogenes	lysobacter_enzymogenes	lysobacter	s__Lysobacter_enzymogenes--RS_GCF_900106525.1	s__Lysobacter_enzymogenes	3568	0.00027827934025397255	species_exact	1
Clavibacter capsici	clavibacter_capsici	clavibacter	s__Clavibacter_capsici--RS_GCF_001280205.1	s__Clavibacter_capsici	3568	0.00011034113272488872	species_exact	1
Paraburkholderia phenoliruptrix	paraburkholderia_phenoliruptrix	paraburkholderia	s__Paraburkholderia_phenoliruptrix--RS_GCF_902859825.1	s__Paraburkholderia_phenoliruptrix	3568	0.0003194942378845828	species_exact	1
Achromobacter insolitus	achromobacter_insolitus	achromobacter	s__Achromobacter_insolitus--RS_GCF_002209555.1	s__Achromobacter_insolitus	3568	1.630567213163307e-05	species_exact	1
Lysobacter gummosus	lysobacter_gummosus	lysobacter	s__Lysobacter_gummosus--RS_GCF_001442805.1	s__Lysobacter_gummosus	3568	0.0004775088124314703	species_exact	1
Comamonas testosteroni	comamonas_testosteroni	comamonas	s__Comamonas_testosteroni--RS_GCF_000241525.1	s__Comamonas_testosteroni	3568	0.0005071374488779268	species_exact	1
Kitasatospora aureofaciens	kitasatospora_aureofaciens	kitasatospora	s__Kitasatospora_aureofaciens--RS_GCF_001188955.3	s__Kitasatospora_aureofaciens	3568	0.0007922330627541617	species_exact	1
Rhodovulum sulfidophilum	rhodovulum_sulfidophilum	rhodovulum	s__Rhodovulum_sulfidophilum--RS_GCF_001633165.1	s__Rhodovulum_sulfidophilum	3568	2.074422111997444e-06	species_exact	1
Janthinobacterium agaricidamnosum	janthinobacterium_agaricidamnosum	janthinobacterium	s__Janthinobacterium_agaricidamnosum--RS_GCF_000723165.1	s__Janthinobacterium_agaricidamnosum	3568	0.00010269639719099161	species_exact	1
Alicycliphilus denitrificans	alicycliphilus_denitrificans	alicycliphilus	s__Alicycliphilus_denitrificans--RS_GCF_000204645.1	s__Alicycliphilus_denitrificans	3568	0.0002671756550763552	species_exact	1
Propionibacterium freudenreichii	propionibacterium_freudenreichii	propionibacterium	s__Propionibacterium_freudenreichii--RS_GCF_000940845.1	s__Propionibacterium_freudenreichii	3568	7.2754632896516015e-06	species_exact	1
Janibacter indicus	janibacter_indicus	janibacter	s__Janibacter_indicus--RS_GCF_900176385.1	s__Janibacter_indicus	3568	0.0005313941059140751	species_exact	1
Streptomyces glaucescens	streptomyces_glaucescens	streptomyces	s__Streptomyces_glaucescens--RS_GCF_002154375.1	s__Streptomyces_glaucescens	3568	0.0006932210141796173	species_exact	1
Thiobacillus denitrificans	thiobacillus_denitrificans	thiobacillus	s__Thiobacillus_denitrificans--RS_GCF_000376425.1	s__Thiobacillus_denitrificans	3568	0.0010451326083437725	species_exact	1
Gluconacetobacter diazotrophicus	gluconacetobacter_diazotrophicus	gluconacetobacter	s__Gluconacetobacter_diazotrophicus--RS_GCF_000021325.1	s__Gluconacetobacter_diazotrophicus	3568	2.5336687213911834e-05	species_exact	1
Rhodococcus ruber	rhodococcus_ruber	rhodococcus	s__Rhodococcus_ruber--RS_GCF_001894945.1	s__Rhodococcus_ruber	3568	2.740954584084032e-05	species_exact	1
Rubrivivax gelatinosus	rubrivivax_gelatinosus	rubrivivax	s__Rubrivivax_gelatinosus--RS_GCF_004340905.1	s__Rubrivivax_gelatinosus	3568	0.0024862893493893634	species_exact	1
Paracoccus aminovorans	paracoccus_aminovorans	paracoccus	s__Paracoccus_aminovorans--RS_GCF_900005615.1	s__Paracoccus_aminovorans	3568	1.3378964478134056e-05	species_exact	1
Actinoalloteichus fjordicus	actinoalloteichus_fjordicus	actinoalloteichus	s__Actinoalloteichus_fjordicus--RS_GCF_001941625.1	s__Actinoalloteichus_fjordicus	3568	1.7715490982222393e-05	species_exact	1
Streptomyces puniciscabiei	streptomyces_puniciscabiei	streptomyces	s__Streptomyces_puniciscabiei--RS_GCF_006715785.1	s__Streptomyces_puniciscabiei	3568	0.00048293963230587974	species_exact	1
Mycobacterium kansasii	mycobacterium_kansasii	mycobacterium	s__Mycobacterium_kansasii--RS_GCF_000157895.3	s__Mycobacterium_kansasii	3568	0.0005335811133425054	species_exact	1
Bordetella pseudohinzii	bordetella_pseudohinzii	bordetella	s__Bordetella_pseudohinzii--RS_GCF_000657795.2	s__Bordetella_pseudohinzii	3568	1.0323878729582004e-06	species_exact	1
Methylibium petroleiphilum	methylibium_petroleiphilum	methylibium	s__Methylibium_petroleiphilum--RS_GCF_000015725.1	s__Methylibium_petroleiphilum	3568	0.004451443363262447	species_exact	1
Blastochloris viridis	blastochloris_viridis	blastochloris	s__Blastochloris_viridis--RS_GCF_001402875.1	s__Blastochloris_viridis	3568	0.0013386137918667141	species_exact	1
Paraburkholderia fungorum	paraburkholderia_fungorum	paraburkholderia	s__Paraburkholderia_fungorum--RS_GCF_902833645.1	s__Paraburkholderia_fungorum	3568	0.003544137711557913	species_exact	1
Streptomyces leeuwenhoekii	streptomyces_leeuwenhoekii	streptomyces	s__Streptomyces_leeuwenhoekii--RS_GCF_001013905.1	s__Streptomyces_leeuwenhoekii	3568	0.0004987581900540189	species_exact	1
Frankia casuarinae	frankia_casuarinae	frankia	s__Frankia_casuarinae--RS_GCF_000013345.1	s__Frankia_casuarinae	3568	0.0006017605514800271	species_exact	1
Rhodococcus jostii	rhodococcus_jostii	rhodococcus	s__Rhodococcus_jostii--RS_GCF_001894825.1	s__Rhodococcus_jostii	3568	0.0009495433444829059	species_exact	1
Thauera chlorobenzoica	thauera_chlorobenzoica	thauera	s__Thauera_chlorobenzoica--RS_GCF_001922305.1	s__Thauera_chlorobenzoica	3568	2.717604040646409e-05	species_exact	1
Novosphingobium resinovorum	novosphingobium_resinovorum	novosphingobium	s__Novosphingobium_resinovorum--RS_GCF_001742225.1	s__Novosphingobium_resinovorum	3568	0.0005785462849703201	species_exact	1
Cnuibacter physcomitrellae	cnuibacter_physcomitrellae	cnuibacter	s__Cnuibacter_physcomitrellae--RS_GCF_014640535.1	s__Cnuibacter_physcomitrellae	3568	0.00010117442278907737	species_exact	1
Nitrospirillum amazonense	nitrospirillum_amazonense	nitrospirillum	s__Nitrospirillum_amazonense--RS_GCF_000730165.1	s__Nitrospirillum_amazonense	3568	0.00022690184061393656	species_exact	1
Streptomyces alfalfae	streptomyces_alfalfae	streptomyces	s__Streptomyces_alfalfae--RS_GCF_004127445.1	s__Streptomyces_alfalfae	3567	0.00015476456046526325	species_exact	1
Sphingomonas koreensis	sphingomonas_koreensis	sphingomonas	s__Sphingomonas_koreensis--RS_GCF_002797435.1	s__Sphingomonas_koreensis	3567	0.0007470168535014749	species_exact	1
Burkholderia oklahomensis	burkholderia_oklahomensis	burkholderia	s__Burkholderia_oklahomensis--RS_GCF_000959365.1	s__Burkholderia_oklahomensis	3567	7.03918724199116e-05	species_exact	1
Burkholderia stagnalis	burkholderia_stagnalis	burkholderia	s__Burkholderia_stagnalis--RS_GCF_902830275.1	s__Burkholderia_stagnalis	3567	0.00016100209371859553	species_exact	1
Burkholderia dolosa	burkholderia_dolosa	burkholderia	s__Burkholderia_dolosa--RS_GCF_902499135.1	s__Burkholderia_dolosa	3567	2.428326047898386e-05	species_exact	1
Brevibacterium linens	brevibacterium_linens	brevibacterium	s__Brevibacterium_linens--RS_GCF_900169165.1	s__Brevibacterium_linens	3567	3.4850825810781174e-05	species_exact	1
Burkholderia seminalis	burkholderia_seminalis	burkholderia	s__Burkholderia_seminalis--RS_GCF_902832885.1	s__Burkholderia_seminalis	3567	6.435731765973629e-05	species_exact	1
Acidipropionibacterium acidipropionici	acidipropionibacterium_acidipropionici	acidipropionibacterium	s__Acidipropionibacterium_acidipropionici--RS_GCF_001441165.1	s__Acidipropionibacterium_acidipropionici	3567	4.051278249840836e-06	species_exact	1
Collimonas pratensis	collimonas_pratensis	collimonas	s__Collimonas_pratensis--RS_GCF_001584185.1	s__Collimonas_pratensis	3567	0.001428002027917016	species_exact	1
Luteibacter rhizovicinus	luteibacter_rhizovicinus	luteibacter	s__Luteibacter_rhizovicinus--RS_GCF_001887595.1	s__Luteibacter_rhizovicinus	3567	0.0016691661808623931	species_exact	1
Salinibacter ruber	salinibacter_ruber	salinibacter	s__Salinibacter_ruber--RS_GCF_000013045.1	s__Salinibacter_ruber	3567	1.630844330007722e-05	species_exact	1
Sphingopyxis macrogoltabida	sphingopyxis_macrogoltabida	sphingopyxis	s__Sphingopyxis_macrogoltabida--RS_GCF_001314325.1	s__Sphingopyxis_macrogoltabida	3567	9.198593329316605e-05	species_exact	1
Symbiobacterium thermophilum	symbiobacterium_thermophilum	symbiobacterium	s__Symbiobacterium_thermophilum--RS_GCF_000009905.1	s__Symbiobacterium_thermophilum	3567	3.88456236458317e-05	species_exact	1
Microbacterium testaceum	microbacterium_testaceum	microbacterium	s__Microbacterium_testaceum--RS_GCF_006539145.1	s__Microbacterium_testaceum	3567	0.00010571898820596688	species_exact	1
Phaeobacter inhibens	phaeobacter_inhibens	phaeobacter	s__Phaeobacter_inhibens--RS_GCF_000473105.1	s__Phaeobacter_inhibens	3567	2.654659244010431e-07	species_exact	1
Mycobacterium tuberculosis	mycobacterium_tuberculosis	mycobacterium	s__Mycobacterium_tuberculosis--RS_GCF_000195955.2	s__Mycobacterium_tuberculosis	3567	0.0010718585468937267	species_exact	1
Roseateles depolymerans	roseateles_depolymerans	roseateles	s__Roseateles_depolymerans--RS_GCF_003387155.1	s__Roseateles_depolymerans	3567	0.0011586173398421538	species_exact	1
Burkholderia ambifaria	burkholderia_ambifaria	burkholderia	s__Burkholderia_ambifaria--RS_GCF_000203915.1	s__Burkholderia_ambifaria	3567	0.00028674181491892723	species_exact	1
Pacificitalea manganoxidans	pacificitalea_manganoxidans	pacificitalea	s__Pacificitalea_manganoxidans--RS_GCF_002504165.1	s__Pacificitalea_manganoxidans	3567	1.7405411083206494e-05	species_exact	1
Azotobacter chroococcum	azotobacter_chroococcum	azotobacter	s__Azotobacter_chroococcum--RS_GCF_004339665.1	s__Azotobacter_chroococcum	3567	0.00025081882502090347	species_exact	1
Rubrobacter radiotolerans	rubrobacter_radiotolerans	rubrobacter	s__Rubrobacter_radiotolerans--RS_GCF_900175965.1	s__Rubrobacter_radiotolerans	3567	0.0005828879652071999	species_exact	1
Paraburkholderia hospita	paraburkholderia_hospita	paraburkholderia	s__Paraburkholderia_hospita--RS_GCF_002902965.1	s__Paraburkholderia_hospita	3567	0.011863674252173616	species_exact	1
Castellaniella defragrans	castellaniella_defragrans	castellaniella	s__Castellaniella_defragrans--RS_GCF_014203015.1	s__Castellaniella_defragrans	3567	0.00013634157707730025	species_exact	1
Pandoraea pnomenusa	pandoraea_pnomenusa	pandoraea	s__Pandoraea_pnomenusa--RS_GCF_000767615.3	s__Pandoraea_pnomenusa	3567	3.485796875714846e-05	species_exact	1
Streptomyces lincolnensis	streptomyces_lincolnensis	streptomyces	s__Streptomyces_lincolnensis--RS_GCF_001685355.1	s__Streptomyces_lincolnensis	3567	0.0012096730334787724	species_exact	1
Kineococcus radiotolerans	kineococcus_radiotolerans	kineococcus	s__Kineococcus_radiotolerans--RS_GCF_000017305.1	s__Kineococcus_radiotolerans	3567	0.0002794636135903639	species_exact	1
Microbacterium hominis	microbacterium_hominis	microbacterium	s__Microbacterium_hominis--RS_GCF_001592125.1	s__Microbacterium_hominis	3567	0.00024410596468473722	species_exact	1
Rathayibacter tritici	rathayibacter_tritici	rathayibacter	s__Rathayibacter_tritici--RS_GCF_002932875.1	s__Rathayibacter_tritici	3567	0.00015795001027436948	species_exact	1
Brachybacterium faecium	brachybacterium_faecium	brachybacterium	s__Brachybacterium_faecium--RS_GCF_000023405.1	s__Brachybacterium_faecium	3567	2.311894795740941e-05	species_exact	1
Agromyces aureus	agromyces_aureus	agromyces	s__Agromyces_aureus--RS_GCF_001660485.1	s__Agromyces_aureus	3567	0.0007883446284782579	species_exact	1
Pluralibacter gergoviae	pluralibacter_gergoviae	pluralibacter	s__Pluralibacter_gergoviae--RS_GCF_001598855.1	s__Pluralibacter_gergoviae	3567	4.34716462342502e-06	species_exact	1
Streptomyces pluripotens	streptomyces_pluripotens	streptomyces	s__Streptomyces_pluripotens--RS_GCF_000802245.2	s__Streptomyces_pluripotens	3567	3.6834706719502973e-05	species_exact	1
Zobellella denitrificans	zobellella_denitrificans	zobellella	s__Zobellella_denitrificans--RS_GCF_002237365.1	s__Zobellella_denitrificans	3567	1.0255377112524256e-06	species_exact	1
Burkholderia pyrrocinia	burkholderia_pyrrocinia	burkholderia	s__Burkholderia_pyrrocinia--RS_GCF_001028665.1	s__Burkholderia_pyrrocinia	3566	0.00034714159953471465	species_exact	1
Herbaspirillum seropedicae	herbaspirillum_seropedicae	herbaspirillum	s__Herbaspirillum_seropedicae--RS_GCF_001040945.1	s__Herbaspirillum_seropedicae	3566	2.0602820267725387e-05	species_exact	1
Rhodanobacter denitrificans	rhodanobacter_denitrificans	rhodanobacter	s__Rhodanobacter_denitrificans--RS_GCF_000230695.2	s__Rhodanobacter_denitrificans	3566	0.00084095306594472	species_exact	1
Pirellula staleyi	pirellula_staleyi	pirellula	s__Pirellula_staleyi--RS_GCF_000025185.1	s__Pirellula_staleyi	3566	0.00023850115789622822	species_exact	1
Saccharomonospora viridis	saccharomonospora_viridis	saccharomonospora	s__Saccharomonospora_viridis--RS_GCF_000023865.1	s__Saccharomonospora_viridis	3566	0.000230689184814331	species_exact	1
Salipiger profundus	salipiger_profundus	salipiger	s__Salipiger_profundus--RS_GCF_001969385.1	s__Salipiger_profundus	3566	4.8349916555657886e-06	species_exact	1
Rhizorhabdus dicambivorans	rhizorhabdus_dicambivorans	rhizorhabdus	s__Rhizorhabdus_dicambivorans--RS_GCF_002355275.1	s__Rhizorhabdus_dicambivorans	3566	0.00041965198568665117	species_exact	1
Brevundimonas naejangsanensis	brevundimonas_naejangsanensis	brevundimonas	s__Brevundimonas_naejangsanensis--RS_GCF_000421705.1	s__Brevundimonas_naejangsanensis	3566	0.00023120694266492883	species_exact	1
Salmonella enterica	salmonella_enterica	salmonella	s__Salmonella_enterica--RS_GCF_000006945.2	s__Salmonella_enterica	3566	0.00010906232176576144	species_exact	1
Pannonibacter phragmitetus	pannonibacter_phragmitetus	pannonibacter	s__Pannonibacter_phragmitetus--RS_GCF_000382365.1	s__Pannonibacter_phragmitetus	3566	0.0015770465277797124	species_exact	1
Gemmatimonas aurantiaca	gemmatimonas_aurantiaca	gemmatimonas	s__Gemmatimonas_aurantiaca--RS_GCF_000010305.1	s__Gemmatimonas_aurantiaca	3566	0.0002729721200757167	species_exact	1
Stenotrophomonas rhizophila	stenotrophomonas_rhizophila	stenotrophomonas	s__Stenotrophomonas_rhizophila--RS_GCF_000661955.1	s__Stenotrophomonas_rhizophila	3566	0.0007389581919061446	species_exact	1
Paracoccus denitrificans	paracoccus_denitrificans	paracoccus	s__Paracoccus_denitrificans--RS_GCF_900100045.1	s__Paracoccus_denitrificans	3566	9.65353444514264e-06	species_exact	1
Sphingobium indicum	sphingobium_indicum	sphingobium	s__Sphingobium_indicum--RS_GCF_000264945.2	s__Sphingobium_indicum	3566	6.577189015506997e-05	species_exact	1
Cellulomonas gilvus	cellulomonas_gilvus	cellulomonas	s__Cellulomonas_gilvus--RS_GCF_000218545.1	s__Cellulomonas_gilvus	3566	0.00026228926922184146	species_exact	1
Rhodococcus erythropolis	rhodococcus_erythropolis	rhodococcus	s__Rhodococcus_erythropolis--RS_GCF_001552595.1	s__Rhodococcus_erythropolis	3566	0.003807248490727061	species_exact	1
Gordonia polyisoprenivorans	gordonia_polyisoprenivorans	gordonia	s__Gordonia_polyisoprenivorans--RS_GCF_000241325.1	s__Gordonia_polyisoprenivorans	3566	6.330773302492663e-05	species_exact	1
Roseiflexus castenholzii	roseiflexus_castenholzii	roseiflexus	s__Roseiflexus_castenholzii--RS_GCF_000017805.1	s__Roseiflexus_castenholzii	3566	9.441362439674003e-06	species_exact	1
Celeribacter indicus	celeribacter_indicus	celeribacter	s__Celeribacter_indicus--RS_GCF_000819565.1	s__Celeribacter_indicus	3566	7.737355670334915e-06	species_exact	1
Paraburkholderia sprentiae	paraburkholderia_sprentiae	paraburkholderia	s__Paraburkholderia_sprentiae--RS_GCF_001865575.2	s__Paraburkholderia_sprentiae	3566	0.00043726649311788795	species_exact	1
Burkholderia savannae	burkholderia_savannae	burkholderia	s__Burkholderia_savannae--RS_GCF_001524625.2	s__Burkholderia_savannae	3566	1.0454853694015903e-05	species_exact	1
Streptomyces ambofaciens	streptomyces_ambofaciens	streptomyces	s__Streptomyces_ambofaciens--RS_GCF_001267885.1	s__Streptomyces_ambofaciens	3566	0.00035681146950262976	species_exact	1
Ensifer adhaerens	ensifer_adhaerens	ensifer	s__Ensifer_adhaerens--RS_GCF_000697965.2	s__Ensifer_adhaerens	3566	0.000835143958635815	species_exact	1
Thauera aromatica	thauera_aromatica	thauera	s__Thauera_aromatica--RS_GCF_003030465.1	s__Thauera_aromatica	3566	3.052175249716323e-05	species_exact	1
Sphingomonas taxi	sphingomonas_taxi	sphingomonas	s__Sphingomonas_taxi--RS_GCF_000764535.1	s__Sphingomonas_taxi	3566	0.0005084999141491053	species_exact	1
Micrococcus luteus	micrococcus_luteus	micrococcus	s__Micrococcus_luteus--RS_GCF_000023205.1	s__Micrococcus_luteus	3566	0.0005610122788607326	species_exact	1
Microbacterium chocolatum	microbacterium_chocolatum	microbacterium	s__Microbacterium_chocolatum--RS_GCF_021654035.1	s__Microbacterium_chocolatum	3566	0.0003174460552587604	species_exact	1
Mycobacterium marseillense	mycobacterium_marseillense	mycobacterium	s__Mycobacterium_marseillense--RS_GCF_010731675.1	s__Mycobacterium_marseillense	3566	0.00043473528234957997	species_exact	1
Komagataeibacter xylinus	komagataeibacter_xylinus	komagataeibacter	s__Komagataeibacter_xylinus--RS_GCF_001571345.1	s__Komagataeibacter_xylinus	3566	6.163878309458349e-05	species_exact	1
Klebsiella oxytoca	klebsiella_oxytoca	klebsiella	s__Klebsiella_oxytoca--RS_GCF_001598695.1	s__Klebsiella_oxytoca	3566	9.7156600292155e-06	species_exact	1
Bifidobacterium scardovii	bifidobacterium_scardovii	bifidobacterium	s__Bifidobacterium_scardovii--RS_GCF_001042635.1	s__Bifidobacterium_scardovii	3566	2.892170771186402e-06	species_exact	1
Cedecea neteri	cedecea_neteri	cedecea	s__Cedecea_neteri--RS_GCF_001571265.1	s__Cedecea_neteri	3566	3.553252727290891e-05	species_exact	1
Komagataeibacter nataicola	komagataeibacter_nataicola	komagataeibacter	s__Komagataeibacter_nataicola--RS_GCF_003207795.1	s__Komagataeibacter_nataicola	3566	1.8033432761489628e-06	species_exact	1
Streptomyces griseus	streptomyces_griseus	streptomyces	s__Streptomyces_griseus--RS_GCF_900460065.1	s__Streptomyces_griseus	3566	0.00013412164396637272	species_exact	1
